id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
41,"Epic Legion","Designed for newcomer-friendly tables, Epic Legion channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Win or lose, Epic Legion tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Cards|Solo|Campaign|Engine Building",Party,87.51,3,5,131,"Nimbus Games","Marcus Thorne",2022,/images/fixtures/game_0041.png,2026-03-02T06:49:55+00:00,2026-03-26T10:29:41+00:00,"0.2553,-0.744,0.6923,0.8821,-0.9026,-0.5276,0.8024,0.522"
42,"Metal Protocol","Metal Protocol blends Party structure with Dice chaos, delivering 173-minute arcs where every decision compounds into later chapters. Because scoring vectors drift over time, tables that over-specialize early often get punished once Dice effects begin stacking. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. Veteran groups report that Metal Protocol shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Legacy|Campaign|Tile Laying|Dice",Party,66.48,3,10,93,"Arcana Works","Soraya Kline",2004,/images/fixtures/game_0042.png,2025-11-11T09:13:43+00:00,2026-03-26T10:29:41+00:00,"-0.4404,-0.4493,0.536,0.1971,-0.5504,0.1775,0.2351,-0.2416"
43,"Arena for Peacocks","Arena for Peacocks opens like a classic Family game, then quickly reveals Campaign layers that reward long-form table memory. Map states remain highly legible despite scale; by late game, up to 28 tiles and layered markers support deep positional planning. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Campaign",Family,46.33,3,5,168,"Indigo Forge","Soraya Kline",2015,/images/fixtures/game_0043.png,2025-07-09T09:50:57+00:00,2026-03-26T10:29:41+00:00,"-0.5137,0.2755,-0.0584,0.628,-0.6989,-0.4705,0.1285,-0.3828"
44,"Trio Mythic","Built around Strategy systems, Trio Mythic pushes Dice choices across 12 linked sessions and rewards tables that enjoy expedition survival. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Map states remain highly legible despite scale; by late game, up to 16 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Dice|Legacy",Strategy,71.31,3,6,123,"Silver Oak Studio","Elliot Mercer",2022,/images/fixtures/game_0044.png,2025-07-08T22:19:51+00:00,2026-03-26T10:29:41+00:00,"0.4468,-0.6826,0.4447,0.4396,0.6681,0.524,0.54,-0.1648"
45,"Modern Observatory","Modern Observatory opens like a classic Eurogame game, then quickly reveals Legacy layers that reward long-form table memory. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages volatile economies while chasing milestone bonuses; by chapter 5 the board can contain over 21 modular tiles. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. If your table likes post-game debriefs, Modern Observatory will spark them—nearly every finale feels earned, messy, and memorable.",,Solo|Legacy,Eurogame,65.86,2,6,31,"Nimbus Games","Lena Ortiz",1994,/images/fixtures/game_0045.png,2025-08-11T12:54:47+00:00,2026-03-26T10:29:41+00:00,"0.6133,0.8239,0.2802,-0.7554,-0.9252,-0.1707,0.1961,0.57"
46,"Obsidian Harbor","Part campaign and part systems puzzle, Obsidian Harbor asks 1–7 players players to master Family priorities under predictable pressure. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Only adaptable crews master Obsidian Harbor, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Miniatures|Solo",Family,44.58,2,10,79,"Silver Oak Studio","Akira Flynn",2019,/images/fixtures/game_0046.png,2025-05-10T16:30:59+00:00,2026-03-26T10:29:41+00:00,"-0.1023,0.5766,0.1677,0.5045,-0.4807,-0.2323,0.5074,0.0658"
47,"Chronicles beyond Council","Chronicles beyond Council opens like a classic Family game, then quickly reveals Solo layers that reward long-form table memory. Action windows stay short, but consequence chains run long, especially in sessions around 152 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Solo",Family,29.12,1,5,32,"Indigo Forge","Elliot Mercer",1998,/images/fixtures/game_0047.png,2025-12-15T23:22:38+00:00,2026-03-26T10:29:41+00:00,"-0.5494,-0.5121,-0.0925,-0.532,0.7364,0.6591,0.0996,0.5532"
48,"Classic Trio","Classic Trio is a campaign-first Party title for 1–4 players that leans into Miniatures and Legacy and initiative bidding play. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 180 minutes where adaptation beats scripted play. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Miniatures|Legacy,Party,32.77,3,8,163,"Silver Oak Studio","Elliot Mercer",2022,/images/fixtures/game_0048.png,2025-11-17T11:45:27+00:00,2026-03-26T10:29:41+00:00,"-0.6698,0.4051,-0.8587,0.6612,0.8412,-0.2014,0.997,-0.8146"
49,"Conclave beyond Trio","At its core, Conclave beyond Trio is a Strategy design where Legacy and Campaign mechanisms collide with simultaneous planning pacing for 2–6 players groups. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, Conclave beyond Trio will spark them—nearly every finale feels earned, messy, and memorable.",,Legacy|Campaign,Strategy,88.87,4,7,140,"Clockwork Labs","Elliot Mercer",2017,/images/fixtures/game_0049.png,2026-01-08T05:47:21+00:00,2026-03-26T10:29:41+00:00,"0.0752,0.2347,-0.1909,-0.7241,0.1047,0.3312,-0.029,-0.8041"
50,"Trio: Reckoning","Designed for expert optimization tables, Trio: Reckoning channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Engine Building|Dice|Legacy",Family,65.10,4,8,70,"Clockwork Labs","Elliot Mercer",2019,/images/fixtures/game_0050.png,2025-07-26T05:49:21+00:00,2026-03-26T10:29:41+00:00,"-0.893,-0.2543,-0.533,-0.2234,-0.2272,0.7313,0.4871,0.0071"
51,"Cosmic Orbit","Cosmic Orbit blends Thematic structure with Campaign chaos, delivering 54-minute arcs where every decision compounds into later chapters. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Campaign",Thematic,29.34,2,9,79,"Clockwork Labs","Akira Flynn",2004,/images/fixtures/game_0051.png,2025-08-06T08:35:19+00:00,2026-03-26T10:29:41+00:00,"-0.3119,-0.9537,0.0361,0.4112,0.4767,0.1082,0.734,0.1679"
52,"Horizon beyond Loops","Designed for family-plus strategy tables, Horizon beyond Loops channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Legacy",Co-op,27.72,2,7,108,"Arcana Works","Elliot Mercer",2019,/images/fixtures/game_0052.png,2026-01-31T00:33:54+00:00,2026-03-26T10:29:41+00:00,"0.5871,0.8001,-0.4168,0.3243,-0.5441,0.357,-0.3382,0.5235"
53,"Orbit Classy","Built around Co-op systems, Orbit Classy pushes Miniatures choices across 11 linked sessions and rewards tables that enjoy political intrigue. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around draft-and-resolve rounds: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Win or lose, Orbit Classy tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Miniatures|Engine Building|Tile Laying",Co-op,85.20,3,7,145,"Indigo Forge","Nico Valdez",1997,/images/fixtures/game_0053.png,2025-08-17T05:55:44+00:00,2026-03-26T10:29:41+00:00,"-0.6304,-0.9161,-0.2562,-0.6372,0.2642,-0.0146,-0.5517,0.5089"
54,"My City Obsidian","Designed for mid-weight hobby tables, My City Obsidian channels merchant drama into a ruleset that stays readable while outcomes stay unpredictable. A standout mechanic tied to Campaign means even safe plans can collapse if opponents read your tempo one round ahead. Campaign logs track table history, so failed gambits still unlock content; expect up to 7 relic-style upgrades that alter scoring priorities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Solo|Campaign|Cards,Co-op,63.37,3,5,137,"Clockwork Labs","Akira Flynn",1992,/images/fixtures/game_0054.png,2026-02-11T03:35:53+00:00,2026-03-26T10:29:41+00:00,"0.1958,0.546,-0.3776,0.761,0.5467,0.894,-0.3567,-0.3741"
55,"Ra: Voyage","Built around Party systems, Ra: Voyage pushes Engine Building choices across 12 linked sessions and rewards tables that enjoy city-building tension. Action windows stay short, but consequence chains run long, especially in sessions around 127 minutes where adaptation beats scripted play. Few designs blend Party and Engine Building this smoothly while remaining approachable across varied player counts.",,"Dice|Engine Building|Cards",Party,74.70,3,6,98,"Silver Oak Studio","Akira Flynn",1995,/images/fixtures/game_0055.png,2025-04-30T23:07:12+00:00,2026-03-26T10:29:41+00:00,"0.314,-0.5779,0.3963,-0.8496,-0.4377,-0.4038,-0.7168,-0.0708"
56,"Voyage without Campaign","Voyage without Campaign opens like a classic Party game, then quickly reveals Legacy layers that reward long-form table memory. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Solo|Legacy|Tile Laying|Campaign",Party,62.60,1,9,72,"Clockwork Labs","Elliot Mercer",2000,/images/fixtures/game_0056.png,2025-08-15T23:27:05+00:00,2026-03-26T10:29:41+00:00,"0.1196,-0.9376,0.2228,-0.4691,0.4573,-0.7552,0.4793,-0.6978"
57,"Heat Ethereal","Designed for campaign-first tables, Heat Ethereal channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages scarce economies while chasing milestone bonuses; by chapter 4 the board can contain over 13 modular tiles. Only adaptable crews master Heat Ethereal, where a shared market board rewards temporary cooperation and long-term planning matter as much as tactical brilliance.",,"Miniatures|Campaign|Solo|Tile Laying",Family,79.34,3,9,93,"Indigo Forge","Elliot Mercer",2018,/images/fixtures/game_0057.png,2025-10-02T14:51:20+00:00,2026-03-26T10:29:41+00:00,"-0.7454,0.0305,-0.4441,0.933,-0.8151,0.4439,0.3442,0.125"
