id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
42,"Ichor: Frontier","Built around Eurogame systems, Ichor: Frontier pushes Campaign choices across 5 linked sessions and rewards tables that enjoy merchant drama. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Economy rails are intentionally unstable: once players trigger threshold events, 9 new scoring hooks reshape optimal lines. Veteran groups report that Ichor: Frontier shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Tile Laying|Cards|Dice|Campaign",Eurogame,24.26,3,9,140,"Clockwork Labs","Akira Flynn",1990,/images/fixtures/game_0042.png,2025-07-16T03:42:03+00:00,2026-03-25T06:22:59+00:00,"-0.9047,0.0263,-0.5664,-0.432,0.6651,-0.7097,-0.0915,-0.3735"
43,"Persistent Comet","Built around Eurogame systems, Persistent Comet pushes Cards choices across 7 linked sessions and rewards tables that enjoy political intrigue. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages swingy economies while chasing milestone bonuses; by chapter 6 the board can contain over 22 modular tiles. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Win or lose, Persistent Comet tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Tile Laying|Engine Building|Dice|Cards",Eurogame,64.59,2,7,148,"Clockwork Labs","Soraya Kline",2012,/images/fixtures/game_0043.png,2026-01-14T04:26:50+00:00,2026-03-25T06:22:59+00:00,"0.6873,0.4934,-0.1126,-0.8023,-0.9857,-0.2069,-0.7794,-0.541"
44,"Negotiation Guild","Part campaign and part systems puzzle, Negotiation Guild asks 2–3 players players to master Strategy priorities under risk-loaded pressure. Its Strategy framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 23 tiles and layered markers support deep positional planning. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Miniatures|Tile Laying|Solo|Engine Building",Strategy,51.43,1,9,81,"Clockwork Labs","Elliot Mercer",2010,/images/fixtures/game_0044.png,2025-09-11T12:29:58+00:00,2026-03-25T06:22:59+00:00,"-0.8088,0.3098,0.6674,0.4216,0.3582,0.6886,-0.7803,0.8656"
45,"Scout Stressful","Scout Stressful blends Co-op structure with Campaign chaos, delivering 53-minute arcs where every decision compounds into later chapters. Action windows stay short, but consequence chains run long, especially in sessions around 53 minutes where adaptation beats scripted play. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Campaign|Miniatures|Engine Building",Co-op,35.00,1,6,46,"Nimbus Games","Soraya Kline",2004,/images/fixtures/game_0045.png,2025-11-22T00:37:00+00:00,2026-03-25T06:22:59+00:00,"-0.0581,-0.8044,0.118,-0.9375,-0.5335,-0.6794,-0.8851,-0.7983"
46,"Observatory for Comet","Observatory for Comet frames mythic restoration as a living sandbox: each scenario escalates pressure while 1–6 players teams improvise around shifting incentives. Because scoring vectors drift over time, tables that over-specialize early often get punished once Tile Laying effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Miniatures|Campaign|Tile Laying",Thematic,53.67,4,5,116,"Clockwork Labs","Soraya Kline",2000,/images/fixtures/game_0046.png,2025-08-20T12:53:42+00:00,2026-03-25T06:22:59+00:00,"0.8363,-0.6929,-0.1678,0.5206,-0.3104,0.0649,0.1943,0.0155"
47,"Ichor: Echoes","Ichor: Echoes blends Thematic structure with Dice chaos, delivering 90-minute arcs where every decision compounds into later chapters. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. Only adaptable crews master Ichor: Echoes, where players vote to rewrite one core rule each chapter and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Dice|Campaign",Thematic,57.58,4,9,141,"Arcana Works","Nico Valdez",2023,/images/fixtures/game_0047.png,2025-07-19T02:30:12+00:00,2026-03-25T06:22:59+00:00,"0.1385,0.7467,-0.8736,0.3123,-0.0163,0.9363,-0.2409,-0.7017"
48,"Council for Dominion","Council for Dominion frames merchant drama as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Legacy|Tile Laying|Dice",Thematic,76.90,1,7,93,"Clockwork Labs","Nico Valdez",2005,/images/fixtures/game_0048.png,2025-05-24T00:27:38+00:00,2026-03-25T06:22:59+00:00,"0.5138,-0.7493,0.3787,-0.2894,0.5699,0.5398,0.192,-0.361"
49,"Ego Arcane","Ego Arcane blends Strategy structure with Solo chaos, delivering 157-minute arcs where every decision compounds into later chapters. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Your group manages swingy economies while chasing milestone bonuses; by chapter 4 the board can contain over 22 modular tiles. Veteran groups report that Ego Arcane shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Miniatures|Legacy|Solo,Strategy,56.68,4,9,126,"Clockwork Labs","Soraya Kline",2024,/images/fixtures/game_0049.png,2026-03-13T10:15:28+00:00,2026-03-25T06:22:59+00:00,"-0.0639,0.5416,0.8903,-0.7912,0.1328,0.1325,0.6396,-0.4448"
50,"Trailblazers Sunken","Trailblazers Sunken blends Family structure with Cards chaos, delivering 47-minute arcs where every decision compounds into later chapters. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. Only adaptable crews master Trailblazers Sunken, where one public objective mutates whenever milestones are missed and long-term planning matter as much as tactical brilliance.",,Miniatures|Cards|Dice|Campaign,Family,61.24,2,8,97,"Clockwork Labs","Akira Flynn",1994,/images/fixtures/game_0050.png,2025-12-09T09:58:45+00:00,2026-03-25T06:22:59+00:00,"0.2316,0.0513,0.7564,0.6022,-0.9125,-0.5948,-0.6725,-0.504"
51,"Trio: Conclave","Trio: Conclave opens like a classic Co-op game, then quickly reveals Miniatures layers that reward long-form table memory. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 20 tiles and layered markers support deep positional planning. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Miniatures",Co-op,49.24,4,7,38,"Indigo Forge","Soraya Kline",2002,/images/fixtures/game_0051.png,2025-07-02T01:31:38+00:00,2026-03-25T06:22:59+00:00,"-0.0148,-0.8546,0.385,-0.9436,0.9193,0.0451,-0.2089,0.3233"
52,"Zoo Vadis Alien","Designed for mid-weight hobby tables, Zoo Vadis Alien channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Campaign,"Deck Building",44.15,2,6,40,"Indigo Forge","Lena Ortiz",2006,/images/fixtures/game_0052.png,2025-04-21T14:00:39+00:00,2026-03-25T06:22:59+00:00,"-0.3281,-0.276,0.489,0.4221,0.3759,-0.8224,-0.6782,-0.1835"
53,"Heat: Bazaar","Heat: Bazaar opens like a classic Strategy game, then quickly reveals Solo layers that reward long-form table memory. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Dice|Solo|Engine Building",Strategy,47.88,2,8,177,"Clockwork Labs","Nico Valdez",1995,/images/fixtures/game_0053.png,2026-01-07T11:18:29+00:00,2026-03-25T06:22:59+00:00,"0.4015,0.322,0.8603,-0.4911,-0.6772,0.1767,-0.036,0.4268"
54,"Silos Ironclad","Designed for brain-burner tables, Silos Ironclad channels frontier diplomacy into a ruleset that stays readable while outcomes stay unpredictable. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Campaign,Abstract,32.81,2,10,43,"Nimbus Games","Lena Ortiz",2014,/images/fixtures/game_0054.png,2025-12-10T04:38:23+00:00,2026-03-25T06:22:59+00:00,"0.7539,-0.3346,-0.8087,0.1551,0.1883,-0.4688,0.0683,-0.0856"
55,"El Grande: Alliance","El Grande: Alliance is a expert optimization Deck Building title for 2–3 players that leans into Tile Laying, Campaign, Solo and Legacy and real-time bursts play. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. A standout mechanic tied to Legacy means even safe plans can collapse if opponents read your tempo one round ahead. Few designs blend Deck Building and Legacy this smoothly while remaining approachable across varied player counts.",,"Tile Laying|Campaign|Solo|Legacy","Deck Building",68.14,3,8,152,"Indigo Forge","Elliot Mercer",2013,/images/fixtures/game_0055.png,2026-03-21T05:06:17+00:00,2026-03-25T06:22:59+00:00,"0.722,-0.8579,-0.8202,-0.9761,-0.5414,0.5565,0.1712,0.6503"
56,"Wily Island","Part campaign and part systems puzzle, Wily Island asks 2–3 players players to master Family priorities under feast-or-famine pressure. Action windows stay short, but consequence chains run long, especially in sessions around 40 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Dice|Legacy|Campaign,Family,40.60,2,5,163,"Nimbus Games","Nico Valdez",2001,/images/fixtures/game_0056.png,2025-06-21T00:09:43+00:00,2026-03-25T06:22:59+00:00,"-0.3789,0.3838,0.4366,-0.1132,0.7251,-0.0033,-0.4891,0.3934"
57,"Observatory against Peacocks","Built around Deck Building systems, Observatory against Peacocks pushes Miniatures choices across 10 linked sessions and rewards tables that enjoy political intrigue. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Engine Building|Legacy|Miniatures|Dice","Deck Building",26.65,1,10,104,"Indigo Forge","Marcus Thorne",2005,/images/fixtures/game_0057.png,2025-08-03T11:00:27+00:00,2026-03-25T06:22:59+00:00,"0.6813,-0.263,-0.1024,-0.827,0.2669,0.1786,0.8166,-0.281"
58,"Inis Elegant","At its core, Inis Elegant is a Eurogame design where Miniatures and Dice mechanisms collide with draft-and-resolve rounds pacing for 2–7 players groups. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 8 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Miniatures|Dice,Eurogame,31.43,2,8,108,"Arcana Works","Soraya Kline",2021,/images/fixtures/game_0058.png,2026-01-14T12:18:01+00:00,2026-03-25T06:22:59+00:00,"0.6945,-0.9512,-0.6917,0.6349,-0.6598,-0.6177,0.8816,0.4214"
